Shapley_1,Shapley_2,Shapley_3,Shapley_4,Shapley_5,Shapley_6,Shapley_7,Shapley_8,Shapley_9,Shapley_10,Prop_1,Prop_2,Prop_3,Prop_4,Prop_5,Prop_6,Prop_7,Prop_8,Prop_9,Prop_10
0.166666666666667,0.166666666666667,0.666666666666667,0,0,0,0,0,0,0,0.253735444646721,0.25035207639199,0.495912478961289,0,0,0,0,0,0,0
0.0833333333333333,0.25,0.25,0.416666666666667,0,0,0,0,0,0,0.00561380613806138,0.285280352803528,0.237141121411214,0.471964719647196,0,0,0,0,0,0
0.0333333333333333,0.116666666666667,0.2,0.283333333333333,0.366666666666667,0,0,0,0,0,0.0290172151690702,0.0120074777106701,0.0355191256830601,0.429043921278606,0.494412260158593,0,0,0,0,0
0.05,0.0833333333333333,0.116666666666667,0.2,0.233333333333333,0.316666666666667,0,0,0,0,0.157127909359932,0.165635303889454,0.172873421044115,0.16815228451949,0.160105137876603,0.176105943310405,0,0,0,0
0.030952380952381,0.0642857142857143,0.114285714285714,0.130952380952381,0.180952380952381,0.214285714285714,0.264285714285714,0,0,0,0.151659931526071,0.132706824942471,0.129704074760061,0.146997951394735,0.130268844362126,0.151316158724813,0.157346214289723,0,0,0
0.025,0.0464285714285714,0.0702380952380952,0.110714285714286,0.136904761904762,0.167857142857143,0.201190476190476,0.241666666666667,0,0,0.00146619422630486,0.0994068577902676,0.00518721745215431,0.0967077275100245,0.211592931166624,0.104388585900099,0.242710682113541,0.238539803840985,0,0
0.019047619047619,0.0404761904761905,0.0619047619047619,0.0797619047619048,0.107142857142857,0.130952380952381,0.158333333333333,0.185714285714286,0.216666666666667,0,0.000101711748903607,0.15924470051873,0.00802924511933181,0.0757094394486027,0.0276117483053028,0.0096865483220553,0.224675270284015,0.226308641310526,0.268632694942533,0
0.0162698412698413,0.0333333333333333,0.0507936507936508,0.0702380952380952,0.0861111111111111,0.105555555555556,0.125396825396825,0.148809523809524,0.170238095238095,0.193253968253968,0.0944385807351373,0.11023260988124,0.0824784226049159,0.121647397824488,0.101571805717976,0.11431338978774,0.101664057391394,0.0879646838887879,0.0840439877685134,0.101645064399808
